path,artist_name,song_name,features,features11
folder28/Cold War Kids - First (Official Audio) [zE23hMLbHg4].mp3,Cold War Kids ,folder28/Cold War Kids ,"[0.43831214, 2980.269602103482, 2356.8363620360446, 5574.066588067688, 20.81487758926532, 0.25371449474335617, 0.5594095, 0.2705078, 17.592123, 3.4085982, 5.412568728580328, -0.003269164778054509, 0.30711576, 0.20095382962844888]",
folder28/Coldplay - All I Can Think About Is You (Official Lyric Video) [KnLNG0WnGsI].mp3,Coldplay ,folder28/Coldplay ,"[0.378604, 2077.8048996494617, 2224.32417367443, 4292.545343745319, 20.805518383486607, 0.24117263630664842, 0.52705145, 0.2672916, 31.642836, 4.7241497, 5.7304582915885796, 0.01756316738693884, 0.37371817, 0.09790367146708893]",
folder28/Counting Crows - Big Yellow Taxi ft. Vanessa Carlton (Official Video) [tvtJPs8IDgU].mp3,Counting Crows ,folder28/Counting Crows ,"[0.4391105, 2903.1199919223286, 2789.7908520507863, 6319.559365670743, 21.324334515672536, 0.18153748073828863, 0.5659643, 0.27330592, 1.7815285, -1.3029524, 1.2809642188622141, -0.0079365004915667, 0.08907061, 0.15020052885850024]",
folder28/[CORRECT PITCH] I Will Always Love You (Film Version) - Whitney Houston [gj1SSqgLBdg].mp3,[CORRECT PITCH] I Will Always Love You (Film Version) ,folder28/[CORRECT PITCH] I Will Always Love You (Film Version) ,"[0.3126116, 2766.335541538251, 2432.5292505490434, 5538.829842669219, 22.018680044485176, 0.24524585492813772, 0.48210436, 0.25781018, 1.2703203, -8.766362, 0.9087753463517764, -0.005488468114224183, 0.07109476, 0.1622691288719045]",
folder28/Cyndi Lauper - Time After Time (Official HD Video) [VdQY7BusJNU].mp3,Cyndi Lauper ,folder28/Cyndi Lauper ,"[0.37965012, 2102.7172466992133, 2223.908109998019, 4344.875863882212, 22.43058687371402, 0.21370903428636195, 0.5048156, 0.26189694, 3.781108, -2.4197924, 1.6509149541089807, 0.013928757553857729, 0.11983086, 0.1093378216121404]",
folder28/Creed - With Arms Wide Open [99j0zLuNhi8].mp3,Creed ,folder28/Creed ,"[0.4192532, 2424.9129213737247, 2283.533540211572, 4830.907259810085, 21.358261605013716, 0.2726889736053718, 0.5556755, 0.2667449, 4.7472515, 1.1899014, 2.51932389545017, 0.02012201354528624, 0.15115386, 0.1456146727735623]",
folder28/Coldplay - Adventure Of A Lifetime (Official Video) [QtXby3twMmI].mp3,Coldplay ,folder28/Coldplay ,"[0.3910738, 2891.2351252631565, 2501.0419043898637, 5654.231343367221, 21.019902343092316, 0.23855722636994156, 0.54346746, 0.26834106, 5.0268807, -1.8023745, 2.0238109067526553, 0.00543921419899902, 0.13851899, 0.18116380271555213]",
folder28/Cole Swindell - Middle Of A Memory (Official Music Video) [PS9Wo0iQUsg].mp3,Cole Swindell ,folder28/Cole Swindell ,"[0.37768504, 2455.133109993004, 2396.3768689790595, 5197.573212046682, 21.818876042630574, 0.23964334480120317, 0.48562458, 0.25957745, 18.324654, 1.981529, 4.421132039146292, -0.00849827337411371, 0.28349003, 0.13594389176709779]",
folder28/Crowded House - Don't Dream It's Over (Official Music Video) [J9gKyRmic20].mp3,Crowded House ,folder28/Crowded House ,"[0.3887802, 2608.102486118683, 2423.192887781323, 5479.745003196678, 21.092065610686113, 0.21321958242882547, 0.51603556, 0.25916702, 7.574263, 0.38350198, 2.6815661763276397, 0.001412504909771823, 0.18122764, 0.14791096870747886]",
folder28/Corbyn Besson - Marathons lyrics [YUHsoiT9_TQ].mp3,Corbyn Besson ,folder28/Corbyn Besson ,"[0.32925403, 1960.3927465469026, 2187.727174772302, 4127.167592428115, 21.97216099904627, 0.13933861201224665, 0.49390215, 0.26059768, 9.861637, -3.1230285, 2.327741393589276, 0.015191062348800742, 0.18546253, 0.08806977440296028]",
folder28/Creedence Clearwater Revival： Bad Moon Rising [5BmEGm-mraE].mp3,Creedence Clearwater Revival： Bad Moon Rising [5BmEGm,folder28/Creedence Clearwater Revival： Bad Moon Rising [5BmEGm,"[0.41722205, 2808.334670014464, 2519.4955714424846, 5767.570867089077, 21.78319009260303, 0.17819921089450977, 0.58378315, 0.276489, 5.146038, -1.4158584, 2.421754063634272, 0.005040527651616784, 0.15420711, 0.17413178289123854]",
folder28/Coldplay - Hurts Like Heaven (Official Video) [C8KV0mzqTXY].mp3,Coldplay ,folder28/Coldplay ,"[0.40156633, 2883.2416082123873, 2327.2867310751467, 5575.158032622641, 20.37448636767482, 0.25237454832592315, 0.5319002, 0.258384, 1.1617792, -5.932668, 1.2067825360111084, 0.009542603566061854, 0.07328345, 0.19241940260801788]",
folder28/Coca Vango - ＂Sauce All On Me＂ (Official Music Video) [rgG_2YTpSpE].mp3,Coca Vango ,folder28/Coca Vango ,"[0.3541907, 2644.4554983119583, 2478.0229124195744, 5335.498186783668, 20.914138650378863, 0.12189087986680255, 0.4768654, 0.26224184, 14.123528, -0.12836401, 2.5685880782977897, -0.017973435621994382, 0.21025164, 0.14031693443853185]",
folder28/Cobra Starship： You Make Me Feel... ft. Sabi [OFFICIAL VIDEO] [HpyZEzrDf4c].mp3,Cobra Starship： You Make Me Feel... ft. Sabi [OFFICIAL VIDEO] [HpyZEzrDf4c].mp3,folder28/Cobra Starship： You Make Me Feel... ft. Sabi [OFFICIAL VIDEO] [HpyZEzrDf4c].mp3,"[0.38612622, 3121.8950189119087, 2634.780958853909, 6310.033473375365, 21.79783820837895, 0.17814515663205346, 0.5321794, 0.26389557, 6.687955, -0.7682623, 2.2696036542499205, -0.012725417586575217, 0.16609862, 0.18934619939524866]",
folder28/Colton Dixon - You Are (Lyrics) [tLgpi8uuX6M].mp3,Colton Dixon ,folder28/Colton Dixon ,"[0.367782, 2607.392243602959, 2485.406087472104, 5487.448436273023, 21.12850697191209, 0.26557806293220987, 0.56195176, 0.2679204, 2.5753355, -2.4596112, 1.7235029375468947, -0.003634734636976431, 0.10670394, 0.1483547905661051]",
folder28/Coldplay - Life In Technicolor ii (Official Video) [fXSovfzyx28].mp3,Coldplay ,folder28/Coldplay ,"[0.4320742, 2788.855362462135, 2565.661388151525, 5879.391666705442, 20.180048471682657, 0.2598923041659808, 0.5570813, 0.26644328, 6.0217743, 1.4115301, 2.645762088746285, 0.0025129055750682744, 0.1626633, 0.1545810860126138]",
folder28/Country Boy's World - Jason Aldean [5AoK4HB2Ey0].mp3,Country Boy's World ,folder28/Country Boy's World ,"[0.40440968, 2509.158308174413, 2431.8919774128635, 5257.430602198812, 21.520008079165333, 0.22070018543793377, 0.5657826, 0.2715513, 13.295965, 1.8582529, 3.913310001010136, 0.008612827557278485, 0.24655038, 0.14284601686227374]",
folder28/Crowder - Come As You Are (Music Video) [r2zhf2mqEMI].mp3,Crowder ,folder28/Crowder ,"[0.36625212, 2175.975492510179, 2260.712580398473, 4607.217469032048, 21.614032482315302, 0.2619212473646113, 0.5066468, 0.26144, 11.3359165, 1.4678681, 3.380963688525742, 0.017305728403092743, 0.21851814, 0.11016720897845123]",
folder28/Creedence Clearwater Revival： Down On The Corner [clJb4zx0o1o].mp3,Creedence Clearwater Revival： Down On The Corner [clJb4zx0o1o].mp3,folder28/Creedence Clearwater Revival： Down On The Corner [clJb4zx0o1o].mp3,"[0.40020722, 2888.115672842702, 2591.529132883363, 5955.379956389127, 20.53709194405745, 0.13663641891777653, 0.5754319, 0.27822217, 3.2876012, -3.4406712, 1.962731622285177, 0.006874421309106106, 0.12040153, 0.1681265507058988]",
folder28/Cody Simpson - Summertime Of Our Lives (Official Music Video) [UA0wb6E3hyg].mp3,Cody Simpson ,folder28/Cody Simpson ,"[0.35148934, 2297.392267806865, 2408.109371020611, 4991.819671454249, 21.642608050652015, 0.1867344007017305, 0.46220472, 0.25887057, 7.8508067, -0.41861537, 2.4354407071427766, 0.017895015059665197, 0.17403613, 0.11556608561178694]",
folder28/Crazy Town - Butterfly (Official Video) [6FEDrU85FLE].mp3,Crazy Town ,folder28/Crazy Town ,"[0.43113637, 3150.489563070423, 2773.932755676906, 6480.064842049783, 21.344324328667444, 0.17312933905222658, 0.62205255, 0.2751, 3.1086364, -0.6341043, 1.6609618494207699, 0.0067345221227227735, 0.12045031, 0.17110156037472796]",
folder4/Hiba Tawaji - Sallem aala Masr ⧸ هبه طوجي - سلّم على مصر [htPFEBnx7g0].mp3,Hiba Tawaji ,folder4/Hiba Tawaji ,"[0.31566876, 2603.8858208543165, 2395.480873219446, 5327.74062629734, 21.870048205325208, 0.24435692371450388, 0.5290131, 0.27026322, 14.782443, 0.50159335, 4.11732661356616, -0.004764450253063727, 0.2662534, 0.15093934417630883]",
folder4/Haybat Albadr - Anthare (Official Video) ｜ هيبت البدر - انتحاري - فيديو كليب [HkIGPgIC15M].mp3,Haybat Albadr ,folder4/Haybat Albadr ,"[0.397348, 2973.0307044445085, 2462.9035087094603, 5822.792179920183, 21.033806810948118, 0.12734523912076154, 0.55522084, 0.2748284, 6.0071692, -1.0706613, 2.4488587153207595, -0.01021453944123957, 0.16682419, 0.1885978143936952]",
folder4/Hussein Al Deek - Ma'ik Aala Almot [Music Video] (2018) ⧸ حسين الديك - معك عالموت [XXndoMK3Uf4].mp3,Hussein Al Deek ,folder4/Hussein Al Deek ,"[0.41532645, 2655.897168201225, 2511.406672527771, 5493.059580178934, 20.753849060255106, 0.18877863618040863, 0.53610617, 0.26497295, 7.047528, 3.2183192, 2.7294085731899806, -0.01017494007933382, 0.17735295, 0.1394957222573029]",
folder4/H-Kayne & Khaoula - Do What You Can’t (Exclusive Music Video) ｜ آش كاين و خولة - دو وات يو كانت [z3S9WUkqsRc].mp3,H,folder4/H,"[0.410005, 2420.719842144913, 2366.2908595202725, 5057.01698207016, 20.612527820626646, 0.16567018288975582, 0.4483713, 0.24553965, 10.602706, 2.0643404, 2.507937808825912, -0.012680580754151717, 0.19527206, 0.11395748165767032]",
folder4/Gnawi - FET7O LEBWAB ｜ فتحوا الابواب  [ OFFICIAL CLIP ] [-g-NcsnrR_k].mp3,Gnawi ,folder4/Gnawi ,"[0.33226436, 2863.53963373712, 2371.4517417900634, 5500.5212711817785, 21.224359731296296, 0.20346651671033977, 0.51102334, 0.26356906, 8.072071, -2.5476496, 2.4569320092584865, 0.0016578486709907716, 0.18387125, 0.17574328785211268]",
folder4/Hussam Jneed & Nour Al Zain - Tedal Ghaly (Official Audio) ⧸حسام جنيد و نور الزين - تضل غالي [W5XmATdu5DA].mp3,Hussam Jneed & Nour Al Zain ,folder4/Hussam Jneed & Nour Al Zain ,"[0.3594043, 2797.755783906449, 2409.8884347631597, 5598.493655849838, 21.49570659025496, 0.21390008620323087, 0.5168103, 0.269347, 8.098832, -1.1336914, 2.9375218796986395, 0.0028428521466321156, 0.1986432, 0.17211649158040132]",
folder4/Hamaki - Adrenaline ｜ حماقي - ادرينالين [Vmq8os0Llpk].mp3,Hamaki ,folder4/Hamaki ,"[0.37814817, 3026.511986772897, 2613.050323312531, 6209.8145376632465, 20.891764614216857, 0.11972392005626661, 0.51581424, 0.27088168, 11.9393, -0.39000103, 3.3364774939524375, -0.008951841750818798, 0.22824351, 0.17081908815298508]",
folder4/Hichem Smati Avec Cheba Souad Achkna Rah Fi Khatar  شابة سعاد وهشام سماتي عشقنا راه في خطر [cQttJ4K3Gh8].mp3,Hichem Smati Avec Cheba Souad Achkna Rah Fi Khatar  شابة سعاد وهشام سماتي عشقنا راه في خطر [cQttJ4K3Gh8].mp3,folder4/Hichem Smati Avec Cheba Souad Achkna Rah Fi Khatar  شابة سعاد وهشام سماتي عشقنا راه في خطر [cQttJ4K3Gh8].mp3,"[0.35985273, 2729.6528621748957, 2401.6839102058275, 5537.831280994175, 21.72497951110659, 0.19321857988179356, 0.5905118, 0.2776825, 10.635227, -0.05649459, 3.2747840702906825, -0.01332652923106524, 0.224737, 0.16229538690476192]",
folder4/Hazem Sharif - Nadam [Official Music Video] (2018) ⧸ حازم شريف - ندم [kaGMbARjH3Q].mp3,Hazem Sharif ,folder4/Hazem Sharif ,"[0.38768423, 2499.206905375195, 2404.3725726382145, 5288.597551996268, 21.210971087111435, 0.2530508042195281, 0.47677976, 0.25973403, 16.025797, 2.5944512, 4.165624611463539, -0.007887726004498838, 0.26637298, 0.13665562732975944]",
folder4/Hamza Namira ft. ARTMASTA - Gmar El Ghorba ｜ حمزة نمرة وأرماستا - قمر الغربة [kYomJljpLaw].mp3,Hamza Namira ft. ARTMASTA ,folder4/Hamza Namira ft. ARTMASTA ,"[0.36333588, 2405.4531716465854, 2495.7551586271898, 5219.711899175876, 20.994508483977356, 0.18131981623934282, 0.53358907, 0.26916817, 16.408768, 3.607032, 3.7369330285390294, 0.004099985717440732, 0.26175976, 0.10918481210735403]",
folder4/Harmony Boys - Atmanna (Official Video) ｜ هارموني بويز - اتمنى - فيديو كليب [Svwo7i9ZcM4].mp3,Harmony Boys ,folder4/Harmony Boys ,"[0.39440462, 1980.6630739777463, 2174.157497572701, 4030.506503257156, 21.24654372265674, 0.2242398256947326, 0.4875775, 0.25726005, 10.924731, 1.6908171, 2.72926809157844, -0.00519730452400868, 0.1954145, 0.08828016028038328]",
folder4/Ghaith Naje - Ya Hlem Wardy (Official Music Video) ｜ غيث ناجي - ياحلم وردي - الكليب الرسمي [yd4dRpveC8E].mp3,Ghaith Naje ,folder4/Ghaith Naje ,"[0.3795313, 2283.985946237963, 2308.61334218364, 4842.284717058732, 21.313457539817026, 0.1560740635444952, 0.55036175, 0.2744013, 5.922015, -1.644932, 2.3004363176137255, -0.004593955302462733, 0.15634523, 0.1158545793628233]",
folder4/Ghady - Jeich Bladi [Official Music Video] (2018) ⧸ غدي - جيش بلادي [Ew75LTmkk0M].mp3,Ghady ,folder4/Ghady ,"[0.36059433, 3087.959419080363, 2700.6766658867673, 6477.592456662086, 21.08425281917749, 0.19733156906501154, 0.57582617, 0.2734021, 3.0713592, -1.6629843, 1.7754017492062681, 0.004937968496418734, 0.119174816, 0.18372206302371286]",
folder4/Hamouda ft. Balti - Baba (Official Music Video) [bFylGOtc7-s].mp3,Hamouda ft. Balti ,folder4/Hamouda ft. Balti ,"[0.35723057, 2618.2081532519146, 2411.20005183938, 5385.794632523148, 20.737911778291558, 0.15777274666672358, 0.423955, 0.24012782, 10.054643, 1.0430199, 2.493334565255176, -0.0026272529298588397, 0.19507702, 0.14146875153096217]",
folder4/Hakim - Mashbe3tesh Khesam ｜  حكيم - مشبعتش خصام [ZaDCarmxj4s].mp3,Hakim ,folder4/Hakim ,"[0.38081816, 3272.447505850397, 2504.0613144537306, 6249.1560114140375, 22.058784229706713, 0.17257194497871509, 0.56466204, 0.2748101, 2.3374784, -3.2971911, 1.689853024495333, 0.004603976179724583, 0.11309975, 0.23154614284263272]",
folder4/Hamza Namira - Remix - Ayoub wu Na'saa ｜ حمزة نمرة - ريمكس - قصة أيوب وناعسة [T0mDkttWrJo].mp3,Hamza Namira ,folder4/Hamza Namira ,"[0.3859173, 2355.2474548146347, 2441.8697527448135, 5060.627486929181, 21.297661514862956, 0.1850869233989507, 0.5417202, 0.2698417, 12.235614, 1.9726945, 3.241280971340246, -0.014073300947634537, 0.2184455, 0.12021569300131228]",
folder4/Hanine the oriental violinist ft. Nour - Msadaa Halak (2018)⧸مصدق حالك [kirt8TZ2htU].mp3,Hanine the oriental violinist ft. Nour ,folder4/Hanine the oriental violinist ft. Nour ,"[0.43802327, 2580.7696468470835, 2628.076872600072, 5692.701462611544, 20.65317017144844, 0.1652012951267828, 0.5456546, 0.26356038, 11.989961, 1.6234516, 2.572865859503156, 0.00881075506800699, 0.19534665, 0.1283706855752449]",
folder4/Humam Ibrahim - Enta El Ghaly (EXCLUSIVE ) ｜ 2018  همام ابراهيم - انت الغالى [Nmt3zOuJfHE].mp3,Humam Ibrahim ,folder4/Humam Ibrahim ,"[0.3491944, 2576.66271451137, 2510.7040903444945, 5520.14007670653, 21.539365763921833, 0.18350892696004417, 0.5032451, 0.26518875, 14.950267, 1.995195, 3.3442717978541867, -0.010681004128309014, 0.24583147, 0.12917428640013967]",
folder4/Hiba Tawaji - Min Elli Byekhtar (KSA Women Driving ban lift ⧸ Video Version) - مين اللي بيختار [W4YgKqEe5nI].mp3,Hiba Tawaji ,folder4/Hiba Tawaji ,"[0.36447296, 2192.602032580717, 2287.949124940453, 4551.406041645151, 21.677744154850924, 0.22177726840759726, 0.5084658, 0.26251668, 2.6581357, -4.4037213, 1.5156267755470745, 0.014954223780392401, 0.101311274, 0.11756268111209661]",
folder4/Georges Wassouf - Byetkallem Aalaya [Official Music Video] (2022) ⧸ جورج وسوف - بيتكلّم عليّا [mPL0B46eA10].mp3,Georges Wassouf ,folder4/Georges Wassouf ,"[0.39128533, 2729.2435206984574, 2477.76668111366, 5625.162936665194, 21.270021212908535, 0.22338539682747724, 0.5164271, 0.2577864, 11.536546, 2.2331061, 3.223392874178651, 0.013135884547603775, 0.21534811, 0.15270865728103933]",
folder4/Hatim Idar - Lhob Tkharbi9a ( Clip Exclusif 2018 ) حاتم ادار - الحب تخربيقة [DjbjZYrXxRE].mp3,Hatim Idar ,folder4/Hatim Idar ,"[0.41047195, 3214.6398196489013, 2631.124346006844, 6484.428589641418, 20.34132118561931, 0.19491004507801818, 0.5233204, 0.26331565, 12.381381, 0.8854938, 3.5161609269925957, -0.00439346422357314, 0.23642495, 0.18965924231412967]",
folder4/Haitham El Shawly - Gheir Kol El Bashar ｜  هيثم الشاولى - غير كل البشر [1JOkZrVcHmY].mp3,Haitham El Shawly ,folder4/Haitham El Shawly ,"[0.36962357, 1862.8598842992687, 2150.5997229827126, 4048.3857421875, 21.916877680416096, 0.21263286510120058, 0.4482992, 0.25131378, 13.400982, 2.6947443, 3.1852495772800964, 0.018588122401781957, 0.23516627, 0.08414922967657343]",
folder4/Hanaa El Idrissi - Bezerba (Exclusive Music Video ) 2018 ｜ هناء الإدريسي - بالزربة [Yjc7bUBUl54].mp3,Hanaa El Idrissi ,folder4/Hanaa El Idrissi ,"[0.35185784, 2452.320122811895, 2302.757880742116, 5126.130464013557, 20.24954574990006, 0.1966156721904953, 0.4517017, 0.24658282, 18.987131, 2.10898, 3.935202974943365, 0.005437035596065366, 0.27577484, 0.12492829551195689]",
folder4/Hichem Smati jitini Retard Animé Par Dj Nassim lyon [7n2L-BREkZQ].mp3,Hichem Smati jitini Retard Animé Par Dj Nassim lyon [7n2L,folder4/Hichem Smati jitini Retard Animé Par Dj Nassim lyon [7n2L,"[0.34865925, 2718.794109514236, 2357.8547365911218, 5247.851235182127, 21.961221760379594, 0.20685586093952968, 0.5504041, 0.27332276, 11.911413, 1.1216893, 3.890923047389574, -0.018979429484736295, 0.24979486, 0.172470761314844]",
folder4/HASSAN x SOUF - WILI WILI (Clip Officiel) [knuB_V_v53A].mp3,HASSAN x SOUF ,folder4/HASSAN x SOUF ,"[0.33116314, 2829.231646677123, 2533.174759656216, 5883.345931880188, 21.196236870678085, 0.16355071800449894, 0.52073926, 0.26636755, 16.98424, 2.7099073, 4.060611456831072, 0.007127503965322095, 0.28403288, 0.16138203157021724]",
folder4/Hichem Smati wlh manwali Maranach Mlah Live Annaba هشام سماتي ft. Cheb Djalil [MDb2fQYkwB4].mp3,Hichem Smati wlh manwali Maranach Mlah Live Annaba هشام سماتي ft. Cheb Djalil [MDb2fQYkwB4].mp3,folder4/Hichem Smati wlh manwali Maranach Mlah Live Annaba هشام سماتي ft. Cheb Djalil [MDb2fQYkwB4].mp3,"[0.37634134, 2690.5303624053063, 2282.5511514846567, 5128.509396582964, 21.188192741267255, 0.2301146554175965, 0.55194557, 0.2725143, 15.81663, -0.3362125, 4.105358875099182, -0.01317995303845215, 0.2713889, 0.1665811310082099]",
folder4/G.G.A - I Can't Sleep (Official Music Video) [29eMN9ABIi8].mp3,G.G.A ,folder4/G.G.A ,"[0.36089954, 1897.5826391931607, 2210.0022593595613, 4052.685224059667, 21.14970399315891, 0.1307552107097717, 0.5133713, 0.26415834, 10.370822, -0.94848347, 1.9146460273852792, 0.0014808330229179598, 0.16775914, 0.08071951295098224]",
folder4/Hadi Aswad - Weinak [Official Music Video] (2019) ⧸ هادي أسود - وينك [biAwOxfScGE].mp3,Hadi Aswad ,folder4/Hadi Aswad ,"[0.38024235, 3113.101302440661, 2472.353376179387, 5986.975558756834, 21.026804644086617, 0.20445870024568646, 0.54095405, 0.27008167, 6.0645614, -0.7579375, 2.3132488205095405, -0.00265381315268712, 0.16182208, 0.19987501516200418]",
folder4/Hussam Kamil ... Wein Ahbabi Ya Rooh - Video Clip ｜ حسام كامل ... وين احبابي ياروح - فيديو كليب [Y226R9hSWnk].mp3,Hussam Kamil ... Wein Ahbabi Ya Rooh ,folder4/Hussam Kamil ... Wein Ahbabi Ya Rooh ,"[0.3868612, 2489.3006267956534, 2458.706425358117, 5265.327081186005, 20.914636319792837, 0.16725990675717184, 0.585596, 0.273557, 8.163384, 0.29293543, 2.7072957336375523, -0.0068139507361510525, 0.17867395, 0.135002810404585]",
folder4/Gnawi - I7AN I7AN FT. Kap2 & Mimi ( DJ JIMMY-B )  [ OFFICIAL CLIP ] [_TZKtc0Ke0c].mp3,Gnawi ,folder4/Gnawi ,"[0.40319103, 3107.8790617502123, 2550.836918082005, 6196.828944663262, 20.86032140996426, 0.18745664530610867, 0.5042545, 0.2624923, 18.111694, 3.0405178, 4.296823048357323, -0.004090383586232772, 0.28588644, 0.19233856382320935]",
folder4/Haifa Wehbe - Waheshny (Official Lyric Video) ｜ هيفاء وهبي - واحشني [pEThhZCJWMA].mp3,Haifa Wehbe ,folder4/Haifa Wehbe ,"[0.4091119, 2710.586386887911, 2591.970878519575, 5788.451365307989, 20.625042394549805, 0.21792327985084728, 0.5063885, 0.26273793, 25.185143, 4.640541, 5.130956672580017, 0.00035970794173142674, 0.33318916, 0.13167461282076984]",
folder4/Hazem Al Sadeer - Jamala Wloo ｜ حازم الصدير - جمالا ولوو [LZrtRar3s3o].mp3,Hazem Al Sadeer ,folder4/Hazem Al Sadeer ,"[0.3269139, 3046.5139767895694, 2557.760182972618, 6084.255619343334, 21.845595283393518, 0.18732498167064368, 0.53441274, 0.26758862, 12.570503, 4.178803, 3.5687219592229202, -0.004236352794070906, 0.25832337, 0.18779183878637798]",
folder4/Hiba Tawaji - Lazem Ghayyir El Nizam [Lyric Video] ⧸ هبه طوجي - لازم غير النظام [rA0_bAQ6uWE].mp3,Hiba Tawaji ,folder4/Hiba Tawaji ,"[0.3760277, 2973.1863883280494, 2596.125450418254, 6186.434892257484, 21.19907067857819, 0.2366505448813295, 0.60428685, 0.2752797, 7.4133935, 0.5593987, 3.111230862643437, -0.004177969795762994, 0.19115432, 0.18551815954626147]",
folder4/Hatem Al Iraqi ... Shogy Elak Mo Aady - With Lyrics ｜ حاتم العراقي ... شوقي الك موعادي - بالكلمات [aM_troNNV9M].mp3,Hatem Al Iraqi ... Shogy Elak Mo Aady ,folder4/Hatem Al Iraqi ... Shogy Elak Mo Aady ,"[0.3380932, 2381.788889000677, 2369.899613299365, 5025.375915066121, 21.8519379453759, 0.22496908784138944, 0.48575062, 0.25859487, 10.973771, 2.249218, 3.1212050011802375, -0.00437146844455262, 0.22107734, 0.13000391936922753]",
folder4/Hatem Fahmy - Mashallah ( Lyrics Video ) ｜ 2018 ｜ حاتم فهمى - ما شاء الله [3_C9MwAHPjo].mp3,Hatem Fahmy ,folder4/Hatem Fahmy ,"[0.3879693, 2504.4123457845667, 2500.1636615371917, 5517.365664803021, 20.850299872724143, 0.16211276248338818, 0.5961948, 0.2742084, 17.688662, 3.9417381, 4.238539603253926, 0.000812855408935096, 0.27441826, 0.12926365439046866]",
folder4/Ghaly - Ramy Sabry - Live Concert ｜ غالى - رامى صبرى - حفله [b7AEbJ5fgss].mp3,Ghaly ,folder4/Ghaly ,"[0.40871367, 2733.1458479961852, 2629.16477347961, 5924.047021716732, 20.716471435044177, 0.19439404114170272, 0.6010633, 0.2750898, 6.525502, 2.2098763, 2.7945247178875747, 0.0012348510119879455, 0.17310555, 0.14893153484732607]",
folder4/Houcine Steen - Mama ( Exclusive Music Video) 2018 ｜ حسين60 - ماما [MjGWwMjoGV4].mp3,Houcine Steen ,folder4/Houcine Steen ,"[0.4430081, 2960.2787662158926, 2724.2441790414764, 6391.091453116213, 20.432980625502577, 0.17194151184215303, 0.60937506, 0.27529213, 21.436337, 5.1224103, 4.631445731385834, -0.0010706870854344992, 0.3055276, 0.16398352433928023]",
folder4/Hamza El Sagheer - Sahebt Kam Ragel ｜ El Sohab - حمزه الصغير - صاحبت كام راجل ｜ الصحاب [-AoLEkch3FY].mp3,Hamza El Sagheer ,folder4/Hamza El Sagheer ,"[0.3428933, 3230.403311290982, 2579.4087568198324, 6394.908688870456, 21.972558662116878, 0.18866147029336663, 0.52979195, 0.2703624, 2.2792673, -3.802691, 1.5518237270526793, -0.006863704468002844, 0.10861156, 0.20957722757037756]",
folder4/Hatem Aliraqi ... Hala Blly Yhebna - Lyrics Video ｜ حاتم العراقي ... هلا بلي يحبنا - بالكلمات [CJDrUkpfAfA].mp3,Hatem Aliraqi ... Hala Blly Yhebna ,folder4/Hatem Aliraqi ... Hala Blly Yhebna ,"[0.4279383, 3199.80970514503, 2614.005993442148, 6372.31429909306, 20.944060890324124, 0.14879912043197635, 0.54638577, 0.27021104, 12.427562, 2.6816297, 3.7944784847741193, 0.01305267564242438, 0.2453165, 0.19376742761378998]",
folder4/G.G.A - Mraydha ft.Kafon [Ga80MYh8E3E].mp3,G.G.A ,folder4/G.G.A ,"[0.41168493, 2136.7135088733244, 2299.947506574965, 4608.139724231253, 21.17701499548123, 0.1873171095836003, 0.4506474, 0.24567012, 4.9430947, 0.70422906, 1.703676155561419, 0.013903744516630987, 0.12887378, 0.09229099378133436]",
folder4/Haitham Shomali - SOLO ft.Tamer Nafar 2018 ｜ هيثم الشوملي - سولو [sbSwjZ0dGdo].mp3,Haitham Shomali ,folder4/Haitham Shomali ,"[0.40728998, 2702.7703022875658, 2490.578421140125, 5676.601113036088, 20.591016384278586, 0.1506947725165139, 0.56250834, 0.26850435, 15.402684, 2.0520544, 3.7840163438739514, 0.0008983401905875542, 0.25221056, 0.14487900081253735]",
folder4/Hussain Ghazal - Law Yadri Habibi (Official Music Video) [2018] ⧸ حسين غزال  لو يدري حبيبي (حصرياً) [WSueBbO180E].mp3,Hussain Ghazal ,folder4/Hussain Ghazal ,"[0.33523235, 2679.47122839916, 2350.985291398271, 5339.327396752117, 21.329591697673788, 0.22230642773813142, 0.53515106, 0.27305204, 19.622246, 0.6041333, 4.8313449411240565, 0.012318254644988817, 0.31928638, 0.16500198985613537]",
folder4/G.G.A - يلزمني (Audio) [QWc_pv2sNO8].mp3,G.G.A ,folder4/G.G.A ,"[0.43352908, 2425.0658713405887, 2374.276881468565, 5107.062608694272, 20.8268645811656, 0.20975031548136824, 0.50577533, 0.26227006, 9.497915, 2.7860596, 2.7619814811925503, 0.007519836347305573, 0.19253413, 0.11716702065032497]",
folder4/Hiba Tawaji - Ya Ebni Yassouh [Lyric Video] ⧸ هبه طوجي - يا ابني يسوع [5G-qqP8Sq1Y].mp3,Hiba Tawaji ,folder4/Hiba Tawaji ,"[0.2799228, 2295.150945582583, 2260.7351450176566, 4697.833487325674, 22.358187903430842, 0.2649545164711275, 0.48467728, 0.2560239, 8.280745, -1.1453118, 2.8342472850977414, 0.017842216115391534, 0.19626485, 0.1325765764522618]",
